Contact.Key,Resp,R2016,R2015,R2014,Age,Finish.Time,Swim.Time,Bike.Time,Run.Time,Min_Year,prior_races,club_aff,Finish.Rank,Swim.Rank,Bike.Rank,Run.Rank
95062,0,0,0,0,47,20346,1727,10907,7314,2017,1,1,2,1,4,2
95086,0,1,1,2,29,19757,864,11521,6671,2014,5,0,2,1,5,1
95214,0,0,1,0,46,18467,2354,8872,6976,2015,2,0,1,4,1,2
95714,0,0,1,1,39,21412,2115,10169,7896,2014,3,0,3,3,2,3
95784,0,2,1,1,52,17867,1731,9401,6062,2014,5,1,1,1,1,1
95822,0,4,1,2,67,19338,1916,9916,6608,2014,8,0,2,2,2,1
95872,0,0,0,1,51,21107,2330,10537,7145,2014,2,0,3,4,3,2
95972,1,1,0,1,32,17356,1898,8951,6168,2014,2,1,1,2,1,1
96092,0,0,1,0,49,999999,999999,999999,999999,2015,2,0,8,8,8,8
96174,0,0,1,0,29,21894,941,12004,8072,2015,2,0,3,1,6,4
96359,0,1,0,0,47,27516,2402,13137,10413,2016,2,0,7,4,7,7
96767,0,0,0,0,57,20860,3074,9945,7503,2017,1,0,3,7,2,3
96772,0,1,1,1,43,21046,1923,10053,8586,2014,4,0,3,2,2,5
96817,0,1,1,2,42,26207,3053,12849,8980,2014,5,1,7,7,7,5
97103,0,0,2,1,38,22520,2168,10390,7964,2014,4,0,4,3,3,3
97150,0,2,1,0,56,18176,2159,9752,7928,2015,6,1,1,3,2,3
97230,0,0,0,0,52,20188,1871,9490,8110,2017,1,0,2,2,1,4
97308,0,0,0,0,49,999999,999999,999999,999999,2017,1,0,8,8,8,8
97401,0,0,0,1,56,20255,2188,10733,6938,2014,2,0,2,3,3,2
97414,0,1,1,0,50,22806,2482,11462,8194,2015,3,0,4,5,5,4
97813,1,1,0,0,47,999999,999999,999999,999999,2016,1,0,8,8,8,8
97885,0,0,1,1,50,23873,2408,11431,8282,2014,3,1,5,4,5,4
98204,0,0,1,0,56,999999,999999,999999,999999,2015,2,0,8,8,8,8
98214,0,1,1,0,50,18381,2199,9459,6290,2015,3,0,1,3,1,1
98239,0,1,0,0,38,20844,1955,10141,8443,2016,2,1,3,2,2,4
98337,0,1,1,0,37,25848,2566,13392,8524,2015,4,1,7,5,7,4
98482,0,0,0,0,48,25537,2874,12260,9701,2017,1,0,6,6,6,6
98582,0,0,1,1,60,24934,3197,12815,8001,2014,3,0,6,7,7,3
98616,0,0,1,0,46,22797,2357,11717,6936,2015,2,0,4,4,5,2
98681,0,0,0,1,45,27204,2721,12527,10696,2014,2,0,7,6,6,7
98704,0,1,1,1,44,17149,1745,8661,6905,2014,4,0,1,1,1,2
98808,0,0,0,0,60,999999,3332,16925,999999,2017,1,0,8,8,8,8
98815,0,1,1,0,41,24782,2991,13052,7896,2015,3,1,6,7,7,3
99027,0,0,0,0,51,999999,3280,12932,999999,2017,1,0,8,7,7,8
99046,0,1,1,0,54,20749,2248,10192,7602,2015,3,0,2,3,2,3
99121,1,0,1,0,33,20777,2161,10448,7737,2015,2,0,3,3,3,3
99163,0,1,1,1,55,23159,2308,10880,8193,2014,4,0,5,4,4,4
99196,0,2,1,1,44,22905,3366,10812,7766,2014,5,1,4,8,3,3
99443,0,0,1,1,49,19336,1264,9322,8245,2014,3,1,2,1,1,4
99692,0,1,1,0,49,23240,3226,10852,8236,2015,3,0,5,7,4,4
99818,0,0,0,1,31,27573,2751,14197,9488,2014,2,0,7,6,8,6
99819,0,0,0,1,34,25503,2512,12395,9443,2014,2,0,6,5,6,6
99958,0,0,1,0,33,16736,999999,9574,6972,2015,2,0,1,8,1,2
100181,0,1,0,1,52,18096,1768,8837,6228,2014,3,0,1,2,1,1
100341,1,0,1,0,45,22389,2293,10285,9146,2015,2,0,4,4,2,5
100386,0,0,0,0,41,27122,2471,12317,11575,2017,1,1,7,5,6,8
100440,0,0,0,1,35,20301,2668,10332,6479,2014,2,0,2,6,2,1
100529,0,0,1,1,58,25618,2168,12181,10533,2014,3,1,6,3,6,7
100566,1,1,2,2,61,26695,2079,11942,11660,2014,6,1,7,3,6,8
100582,0,1,0,0,42,22104,2494,10281,8442,2016,2,0,4,5,2,4
100656,0,2,1,1,47,26487,3629,15589,5963,2014,5,0,7,8,8,1
100745,0,1,1,2,37,20980,2429,10525,7454,2014,5,1,3,4,3,3
100760,0,0,0,0,49,999999,999999,999999,999999,2017,1,0,8,8,8,8
100831,0,0,0,0,53,28822,4052,12117,11614,2017,1,0,8,8,6,8
101179,0,3,6,1,60,23718,2233,10262,9219,2014,14,0,5,3,2,6
101187,0,1,2,1,59,20731,2691,7162,9971,2014,5,1,2,6,1,7
101238,0,0,2,0,40,18532,2152,9259,6555,2015,4,1,1,3,1,1
101478,0,1,0,0,37,17853,2113,9116,6129,2016,3,1,1,3,1,1
101488,0,0,0,1,51,29426,3142,13456,11764,2014,2,0,8,7,7,8
101736,0,2,2,2,32,18241,1716,9175,6292,2014,8,1,1,1,1,1
101818,0,0,1,1,55,19520,2663,10860,8474,2014,4,1,2,6,4,4
101929,1,2,0,0,41,24527,2515,11662,8722,2016,3,1,6,5,5,5
101979,0,2,4,4,33,19013,2100,10471,5889,2014,12,0,1,3,3,1
102064,0,0,0,0,45,22328,2156,12299,7358,2017,1,0,4,3,6,2
102242,0,1,1,1,62,22008,2430,10302,7951,2014,4,1,4,4,2,3
102363,0,0,0,1,46,22102,2538,10889,7793,2014,2,0,4,5,4,3
102777,0,0,0,0,46,999999,999999,999999,999999,2017,1,0,8,8,8,8
103020,0,0,1,0,52,21829,2465,11118,7627,2015,2,0,3,5,4,3
103107,0,1,2,0,51,18680,1779,8806,6459,2015,5,0,1,2,1,1
103124,0,0,1,1,35,21885,1838,11618,8078,2014,3,0,3,2,5,4
103320,1,0,0,1,36,25944,3060,13266,9101,2014,1,0,7,7,7,5
103548,0,1,0,1,47,24233,2080,11773,9157,2014,3,0,5,3,5,5
103550,0,1,1,1,40,23380,2090,11055,8817,2014,4,0,5,3,4,5
103901,0,0,0,0,53,999999,999999,999999,999999,2017,1,0,8,8,8,8
103964,0,1,1,0,47,23611,2523,11437,8689,2015,4,0,5,5,5,5
104263,0,0,0,0,53,999999,999999,999999,999999,2017,1,0,8,8,8,8
104395,0,0,0,0,52,21193,2550,10569,7607,2017,1,0,3,5,3,3
104481,1,1,2,1,41,20133,2050,9951,7170,2014,5,0,2,2,2,2
104606,0,1,1,1,48,16050,1593,8598,5231,2014,6,1,1,1,1,1
104619,0,1,0,0,71,21534,2153,11146,7758,2016,3,0,3,3,4,3
104655,0,2,0,1,50,21146,1734,11251,7593,2014,5,0,3,1,4,3
104775,1,1,0,1,37,17937,1766,9559,6249,2014,2,1,1,1,1,1
104934,0,1,0,2,29,21273,1707,10153,8560,2014,7,1,3,1,2,4
105091,0,1,2,2,47,19837,2141,9247,7745,2014,6,0,2,3,1,3
105292,1,1,1,2,52,21533,2549,10816,7713,2014,4,0,3,5,3,3
105314,0,2,1,0,48,26923,1391,13445,9984,2015,6,0,7,1,7,7
105423,0,0,1,0,55,23314,2465,10209,10195,2015,2,0,5,5,2,7
105427,0,0,0,0,48,999999,999999,999999,999999,2017,1,0,8,8,8,8
105431,0,0,1,1,45,999999,3356,16673,999999,2014,3,0,8,8,8,8
105554,1,0,1,1,51,23949,2546,11533,9234,2014,3,1,5,5,5,6
106025,0,0,0,0,43,29760,2360,14289,11941,2017,1,0,8,4,8,8
106074,0,0,0,2,48,18024,1645,8622,7011,2014,4,0,1,1,1,2
106089,0,0,0,0,38,999999,999999,999999,999999,2017,1,0,8,8,8,8
106355,0,1,4,0,37,18379,70,9401,6295,2015,12,0,1,1,1,1
106432,0,0,0,1,38,20569,2351,10618,7134,2014,2,1,2,4,3,2
106522,0,0,0,1,46,22756,2376,11087,8827,2014,2,0,4,4,4,5
106554,0,0,0,0,40,19260,1520,10079,7097,2017,1,1,2,1,2,2
107016,1,0,0,1,40,22166,1819,10242,9590,2014,1,0,4,2,2,6
107032,0,0,0,0,52,24105,2170,11043,9951,2017,2,0,5,3,4,7
107150,1,1,1,0,33,19785,2328,10256,6241,2015,2,0,2,4,2,1
107302,0,0,1,0,31,21914,1837,12306,9311,2015,2,1,3,2,6,6
107401,1,2,0,0,57,25514,2847,11138,10429,2016,3,0,6,6,4,7
107409,0,1,1,0,45,19567,1952,9443,7379,2015,3,0,2,2,1,2
107498,0,0,0,0,30,23030,944,11324,9969,2017,1,0,4,1,4,7
107605,0,1,2,1,37,21637,2737,10547,6953,2014,5,0,3,6,3,2
107671,0,0,0,1,47,23330,1930,9742,9860,2014,2,0,5,2,2,6
107835,1,1,1,0,50,19346,2195,10014,6821,2015,2,1,2,3,2,2
108020,0,0,1,0,49,21660,2506,9991,8540,2015,2,0,3,5,2,4
108145,0,2,1,2,59,24471,1369,11797,9230,2014,7,1,6,1,5,6
108366,1,2,0,1,51,27649,1979,10341,12804,2014,3,1,7,2,2,8
108417,0,1,0,0,52,27620,1793,12363,6293,2016,3,1,7,2,6,1
108710,0,0,0,0,38,22844,3632,10913,7273,2017,1,0,4,8,4,2
108835,0,1,1,0,43,30572,3769,13951,12167,2015,3,1,8,8,8,8
108992,0,1,1,1,56,23232,2264,11404,8082,2014,4,0,5,3,5,4
109155,0,1,1,1,59,29542,3565,13182,11428,2014,4,0,8,8,7,8
109438,0,0,1,1,50,18790,2194,9448,6627,2014,3,1,1,3,1,1
109774,1,2,0,1,36,20168,1877,9775,7294,2014,4,0,2,2,2,2
109902,0,0,0,1,39,20524,2262,10060,7770,2014,3,1,2,3,2,3
109931,0,0,1,1,42,22331,2084,10226,8283,2014,3,0,4,3,2,4
110026,0,1,1,1,68,22541,1861,11526,8368,2014,4,1,4,2,5,4
110058,1,1,1,1,47,22920,2071,10796,8976,2014,3,0,4,3,3,5
110283,0,1,2,0,32,19374,1920,10037,6889,2015,4,1,2,2,2,2
110300,0,1,1,1,40,18084,2387,10791,7158,2014,4,0,1,4,3,2
110316,0,0,0,0,45,999999,999999,999999,999999,2017,1,0,8,8,8,8
110321,0,1,0,1,43,21722,2770,10551,8041,2014,3,0,3,6,3,4
110684,0,0,1,1,46,999999,999999,999999,999999,2014,3,0,8,8,8,8
111159,0,0,0,1,74,27907,3211,13827,10008,2014,2,0,7,7,8,7
111199,0,0,0,1,52,15572,2091,8952,6315,2014,2,0,1,3,1,1
111220,0,1,1,0,41,23200,2641,11901,8039,2015,3,1,5,5,6,4
111323,0,0,0,0,41,23770,2337,11388,9543,2017,1,0,5,4,5,6
111326,1,2,0,0,35,29789,3338,13187,11498,2016,4,1,8,8,7,8
111596,1,1,0,0,30,17521,1981,9641,5591,2016,1,0,1,2,1,1
111749,1,0,0,0,42,24296,2486,11848,9147,2017,1,1,5,5,5,5
111778,0,0,0,0,53,23388,2120,11715,8961,2017,1,0,5,3,5,5
112029,0,0,1,0,40,18482,1997,9697,5980,2015,2,0,1,2,1,1
112031,0,1,2,0,53,20338,2360,9764,7593,2015,4,0,2,4,2,3
112156,0,0,0,0,40,26487,2570,11660,11499,2017,1,1,7,5,5,8
112172,0,1,0,1,34,18180,2275,9374,6132,2014,3,0,1,4,1,1
112197,0,1,0,0,38,22635,2452,10952,8464,2016,3,0,4,4,4,4
112201,0,1,1,1,41,19552,2035,9385,6989,2014,4,0,2,2,1,2
112255,0,0,0,1,30,20392,2122,10354,7220,2014,2,0,2,3,3,2
112281,1,0,0,1,38,999999,999999,999999,999999,2014,1,0,8,8,8,8
112299,0,1,1,0,39,20824,2162,10833,7127,2015,3,0,3,3,3,2
112410,1,1,1,0,57,20823,2345,10282,7739,2015,3,0,3,4,2,3
112573,0,1,1,2,47,21183,2335,10158,7130,2014,5,1,3,4,2,2
112585,0,0,0,2,41,19648,2361,9370,6630,2014,3,1,2,4,1,1
112618,0,0,0,1,30,22605,2405,11209,8273,2014,2,0,4,4,4,4
112619,0,0,0,0,60,25948,2805,11775,10678,2017,1,0,7,6,5,7
112645,1,1,0,1,50,24226,1296,12096,9760,2014,3,0,5,1,6,6
112657,1,1,0,0,58,23283,2241,11490,8926,2016,2,0,5,3,5,5
112810,0,0,0,0,43,25674,3529,12883,8427,2017,1,0,6,8,7,4
112894,0,0,0,0,53,21103,2305,11457,6812,2017,1,0,3,4,5,2
112980,0,6,4,1,47,17474,1864,8836,5817,2014,16,1,1,2,1,1
112983,0,0,0,1,52,21577,2085,11532,7389,2014,2,1,3,3,5,2
113019,0,0,0,1,53,999999,999999,999999,999999,2014,2,0,8,8,8,8
113249,0,1,0,1,36,23187,1843,11317,9662,2014,3,0,5,2,4,6
113267,0,2,1,1,42,18696,1942,9273,6312,2014,6,1,1,2,1,1
113274,1,0,0,1,32,30183,2865,14380,12399,2014,1,0,8,6,8,8
113278,1,0,0,1,44,999999,999999,999999,999999,2014,1,0,8,8,8,8
113402,0,0,2,1,44,18540,1880,9314,6489,2014,4,0,1,2,1,1
113574,1,3,0,1,35,22747,3306,10100,8762,2014,6,1,4,8,2,5
113745,1,1,1,1,39,22811,1688,11133,9026,2014,4,1,4,1,4,5
113828,0,1,2,1,35,22133,2007,11366,8496,2014,5,1,4,2,5,4
113868,0,0,1,1,53,999999,999999,999999,999999,2014,3,0,8,8,8,8
113894,0,0,0,0,25,21433,2438,10556,7919,2017,1,0,3,4,3,3
113986,0,0,0,1,35,24234,2783,12185,8576,2014,2,0,5,6,6,5
114025,0,0,0,0,46,26397,3122,12643,9597,2017,1,0,7,7,7,6
114356,0,0,0,0,41,999999,999999,999999,999999,2017,1,0,8,8,8,8
114368,0,1,1,1,51,20763,813,10491,8856,2014,5,1,3,1,3,5
114411,1,1,1,0,49,21650,2271,10429,8163,2015,2,0,3,3,3,4
114441,0,1,1,0,33,20813,2199,10914,7038,2015,3,0,3,3,4,2
114476,1,0,0,2,26,19632,2361,9905,7146,2014,3,1,2,4,2,2
114499,0,0,1,0,39,25644,2355,13077,9068,2015,2,0,6,4,7,5
114523,0,0,0,0,54,999999,999999,999999,999999,2017,1,0,8,8,8,8
114569,1,0,2,1,44,22701,2905,10722,8655,2014,4,1,4,7,3,5
114582,0,1,1,0,38,27560,3740,12923,9673,2015,3,1,7,8,7,6
114645,0,2,0,0,41,24502,2752,12190,8611,2016,3,0,6,6,6,5
115246,1,1,1,1,39,15269,1926,9300,5762,2014,4,1,1,2,1,1
115438,0,0,0,1,43,25039,2645,12020,9763,2014,2,1,6,6,6,6
115455,0,0,0,0,56,26068,3002,11869,10470,2017,1,0,7,7,5,7
115460,1,1,1,0,53,21248,2000,9653,7546,2015,2,0,3,2,1,3
115499,1,0,0,1,33,26914,3093,12495,10927,2014,2,0,7,7,6,7
115523,1,0,0,1,24,21562,2368,11048,7700,2014,1,0,3,4,4,3
115743,0,0,0,0,52,999999,999999,999999,999999,2017,1,0,8,8,8,8
115835,1,2,1,2,57,20658,2195,9897,7701,2014,6,1,2,3,2,3
115903,0,0,0,0,34,999999,999999,999999,999999,2017,1,0,8,8,8,8
115917,0,1,1,1,47,21351,2278,10784,7179,2014,5,1,3,4,3,2
116077,0,1,0,0,55,21044,2433,10816,6862,2016,2,0,3,4,3,2
116100,0,2,0,1,46,18100,2379,9300,7522,2014,5,0,1,4,1,3
116322,0,1,1,1,32,23431,2370,10802,9510,2014,4,1,5,4,3,6
116950,0,2,2,1,40,21706,2458,10746,7456,2014,7,0,3,5,3,3
116956,0,1,1,1,54,27168,2881,12368,10005,2014,4,0,7,7,6,7
117339,0,0,0,0,42,24503,2702,11372,9821,2017,1,0,6,6,5,6
117405,1,1,0,0,40,21642,1439,10524,8579,2016,2,0,3,1,3,5
117437,0,1,0,0,44,17642,1797,9446,6076,2016,3,1,1,2,1,1
117813,1,0,2,1,38,19781,1690,10369,6436,2014,4,0,2,1,3,1
117832,0,0,0,1,45,23819,2324,11400,9624,2014,2,0,5,4,5,6
117906,0,2,1,0,28,18065,804,9986,6794,2015,4,1,1,1,2,2
117989,0,1,1,1,63,27200,3235,11241,11481,2014,4,0,7,7,4,8
118012,0,0,1,0,60,25657,2820,13582,8244,2015,2,0,6,6,8,4
118106,1,3,4,2,32,19135,1658,9519,6892,2014,10,1,1,1,1,2
118210,0,1,1,0,39,19851,2575,10360,6380,2015,3,0,2,5,3,1
118342,0,0,1,0,47,999999,999999,999999,999999,2015,2,0,8,8,8,8
118376,0,0,0,0,52,999999,3343,13951,999999,2017,1,0,8,8,8,8
118494,0,2,2,0,55,19864,2553,9138,6848,2015,6,1,2,5,1,2
118542,0,0,0,0,34,18711,2543,9380,6607,2017,2,1,1,5,1,1
118600,1,0,0,0,34,21349,2472,10809,7641,2017,1,0,3,5,3,3
118698,0,1,0,0,50,21944,1112,10927,9248,2016,2,1,3,1,4,6
118827,0,1,1,1,43,22358,2085,10550,8397,2014,7,1,4,3,3,4
118879,1,1,1,0,38,21250,1403,10594,8096,2015,4,0,3,1,3,4
118893,1,1,0,0,53,29941,2477,14112,12083,2016,1,0,8,5,8,8
119057,0,1,1,1,57,24026,2282,11183,9949,2014,4,0,5,4,4,7
119122,0,0,0,0,50,22684,2139,11234,8639,2017,1,1,4,3,4,5
119274,0,0,0,0,43,24396,2557,12318,9054,2017,1,1,6,5,6,5
119351,0,1,6,2,37,16070,1764,8397,5445,2014,10,0,1,1,1,1
119532,0,1,1,0,44,14796,3319,5864,8480,2015,3,0,1,8,1,4
119566,1,1,0,0,33,25521,2458,13017,9544,2016,1,0,6,5,7,6
119759,0,1,1,1,44,25969,2699,12763,9412,2014,4,1,7,6,7,6
119791,1,1,2,1,50,20463,2133,9890,7445,2014,5,1,2,3,2,3
119861,0,1,0,0,47,22872,2686,12578,7177,2016,2,0,4,6,7,2
119870,0,0,0,1,46,999999,999999,999999,999999,2014,2,0,8,8,8,8
119939,0,1,0,1,55,24268,2703,12003,7197,2014,4,0,5,6,6,2
119941,0,0,0,0,34,20904,2634,9953,7883,2017,1,0,3,5,2,3
119997,0,1,0,1,28,999999,999999,999999,999999,2014,3,0,8,8,8,8
119998,0,1,1,0,44,19144,1873,10021,6832,2015,3,0,1,2,2,2
120029,1,0,0,1,50,21669,2667,11300,7363,2014,1,0,3,6,4,2
120090,0,1,1,1,48,22347,2145,11567,7893,2014,4,1,4,3,5,3
120153,0,1,1,1,54,29828,3079,13020,11042,2014,4,0,8,7,7,7
120309,0,0,1,0,48,29576,2957,13889,11730,2015,2,0,8,7,8,8
120432,0,2,1,2,51,24652,2921,12088,9197,2014,6,0,6,7,6,6
120530,1,0,0,1,32,23071,2022,9884,10519,2014,1,0,4,2,2,7
120531,0,0,0,1,25,19725,1768,10043,7235,2014,2,0,2,2,2,2
120780,1,0,1,0,33,999999,999999,999999,999999,2015,1,0,8,8,8,8
121029,0,0,0,0,51,999999,999999,999999,999999,2017,1,0,8,8,8,8
121086,1,1,1,1,39,19833,2213,9595,7474,2014,4,0,2,3,1,3
121430,0,0,0,0,23,999999,999999,999999,999999,2017,1,0,8,8,8,8
121590,0,0,1,0,30,21901,1162,10733,9318,2015,2,0,3,1,3,6
121700,1,0,1,1,39,22251,2583,10658,8516,2014,2,0,4,5,3,4
121725,0,1,1,1,44,21207,2394,10750,7263,2014,4,0,3,4,3,2
121759,0,1,1,1,46,21568,2132,9599,7820,2014,4,0,3,3,1,3
121912,0,0,0,0,47,25334,2814,11465,10338,2017,1,0,6,6,5,7
121971,0,1,0,0,66,18913,2498,9041,8341,2016,2,0,1,5,1,4
122042,0,1,0,1,58,21162,2467,9941,8000,2014,3,0,3,5,2,3
122392,1,0,1,0,29,16455,1938,8517,5053,2015,3,1,1,2,1,1
122479,1,0,1,2,29,16030,796,9117,5772,2014,6,0,1,1,1,1
122540,0,1,1,1,53,17429,1469,8916,6030,2014,4,0,1,1,1,1
122544,0,0,0,0,27,18924,1893,8814,6694,2017,3,0,1,2,1,1
122551,1,2,1,2,49,20946,2378,10057,7889,2014,5,0,3,4,2,3
122631,0,0,1,0,62,999999,999999,999999,999999,2015,2,1,8,8,8,8
122674,1,0,1,1,39,19705,2352,9936,7065,2014,3,1,2,4,2,2
122817,0,0,1,2,61,21157,892,10362,8239,2014,5,1,3,1,3,4
122845,0,0,1,0,49,23248,3011,11914,7204,2015,2,1,5,7,6,2
122922,0,0,1,0,48,22413,2508,10780,8707,2015,2,1,4,5,3,5
123184,1,1,0,0,58,26266,2831,12186,10408,2016,1,0,7,6,6,7
123219,0,0,0,1,34,21380,2308,11556,6569,2014,2,0,3,4,5,1
123267,0,1,1,1,49,24160,2534,12565,8578,2014,4,0,5,5,7,5
123441,0,1,0,1,55,19854,1965,9972,7353,2014,3,1,2,2,2,2
123505,0,0,0,0,43,22450,2401,9999,9363,2017,1,1,4,4,2,6
123548,0,1,0,0,42,24331,1988,10740,9225,2016,3,0,5,2,3,6
123572,0,0,1,1,52,25804,2708,12858,9160,2014,3,0,6,6,7,5
123738,0,1,0,1,50,27758,1662,12222,11539,2014,3,0,7,1,6,8
123742,0,1,1,0,44,25435,2170,11757,10045,2015,3,1,6,3,5,7
123743,0,0,0,0,57,999999,999999,999999,999999,2017,1,0,8,8,8,8
123763,0,0,0,0,52,29085,3339,14166,11047,2017,1,1,8,8,8,8
123850,1,0,0,1,27,23936,1827,12339,9147,2014,1,0,5,2,6,5
123980,0,1,1,0,42,25766,3346,12574,8013,2015,4,1,6,8,7,4
124016,0,0,0,0,39,25696,2664,12252,9648,2017,1,0,6,6,6,6
124262,0,0,0,0,31,22922,3149,11175,7869,2017,1,0,4,7,4,3
124280,0,2,2,0,32,18234,2306,8744,6261,2015,5,0,1,4,1,1
124319,0,1,2,0,45,21820,2048,10394,7990,2015,4,1,3,2,3,3
124403,0,0,0,1,61,24035,2292,11102,9248,2014,3,0,5,4,4,6
124547,0,1,1,0,48,20858,2274,10881,8863,2015,3,0,3,4,4,5
124810,0,0,0,0,23,23624,2761,12526,7647,2017,1,0,5,6,6,3
124826,0,2,1,4,38,16336,1837,8712,5387,2014,10,1,1,2,1,1
124878,1,1,0,1,33,21083,2302,10945,7442,2014,2,0,3,4,4,3
124889,1,0,1,2,47,20767,2720,11018,6112,2014,3,0,3,6,4,1
124929,0,0,0,0,48,999999,999999,999999,999999,2017,1,0,8,8,8,8
125068,0,0,1,1,71,26136,3421,11529,9612,2014,3,0,7,8,5,6
125088,0,0,0,0,54,23260,1921,9935,10262,2017,2,0,5,2,2,7
125110,0,0,0,1,47,21234,1638,9957,8657,2014,3,0,3,1,2,5
125142,0,2,1,0,39,22400,2169,10372,9402,2015,4,1,4,3,3,6
125153,0,0,0,0,59,999999,3397,15005,999999,2017,1,1,8,8,8,8
125164,1,1,1,0,40,18467,2143,8788,6434,2015,3,0,1,3,1,1
125220,0,0,0,0,41,20931,2284,10577,7457,2017,1,0,3,4,3,3
125513,1,0,0,1,36,20822,2504,10835,7031,2014,1,0,3,5,3,2
125540,0,0,1,0,55,26853,3531,12545,10096,2015,2,0,7,8,6,7
125673,0,3,2,3,60,18916,1584,9462,6958,2014,10,1,1,1,1,2
125688,1,0,0,0,58,999999,999999,999999,999999,2017,1,0,8,8,8,8
125733,0,0,0,1,47,24138,999999,14589,7493,2014,2,0,5,8,8,3
125762,0,1,0,1,33,22416,2922,11360,7568,2014,3,0,4,7,5,3
126080,0,0,0,1,37,34882,3548,16204,14452,2014,2,0,8,8,8,8
126084,0,1,0,1,44,20753,2480,10174,7577,2014,3,0,2,5,2,3
126127,0,1,1,0,0,27065,2559,13216,10617,2015,3,1,7,5,7,7
126195,0,1,0,0,41,22552,1727,11629,7177,2016,2,1,4,1,5,2
126326,0,1,0,0,47,28013,3416,13665,10149,2016,2,0,7,8,8,7
126489,0,2,3,2,35,15409,1883,8438,6191,2014,10,1,1,2,1,1
126516,0,1,0,0,36,17515,1382,8652,6986,2016,3,0,1,1,1,2
126565,0,0,0,1,28,999999,999999,999999,999999,2014,3,1,8,8,8,8
126580,1,1,2,0,43,21869,2572,11070,7572,2015,4,1,3,5,4,3
126642,0,0,0,1,55,17784,1713,9598,6127,2014,3,0,1,1,1,1
126655,0,1,0,1,42,21317,1763,10394,8099,2014,3,0,3,1,3,4
126733,0,1,1,1,47,27306,3912,14081,8293,2014,4,0,7,8,8,4
126905,0,0,1,0,42,19950,1729,10578,9142,2015,2,0,2,1,3,5
127072,0,1,0,0,44,21199,2367,11125,7183,2016,2,0,3,4,4,2
127185,0,0,0,0,53,999999,999999,999999,999999,2017,1,0,8,8,8,8
127249,1,1,0,0,44,26812,2352,12775,10405,2016,2,0,7,4,7,7
127453,0,0,0,1,52,999999,999999,999999,999999,2014,2,0,8,8,8,8
127556,0,0,0,1,39,28342,2415,14884,9624,2014,2,0,8,4,8,6
127588,0,0,0,1,35,999999,999999,999999,999999,2014,2,0,8,8,8,8
127758,0,2,1,0,55,21944,2943,10677,7869,2015,4,1,3,7,3,3
127873,0,0,0,1,42,17801,1692,9481,6247,2014,2,1,1,1,1,1
127997,0,1,2,1,40,25245,2441,11714,9880,2014,5,0,6,4,5,6
128095,0,0,1,1,40,22218,2209,11512,7770,2014,4,0,4,3,5,3
128334,1,2,2,1,39,18602,1944,9281,6169,2014,6,1,1,2,1,1
128418,0,1,0,1,46,24380,2789,11978,9058,2014,3,0,6,6,6,5
128476,0,0,1,1,24,16927,1852,8678,6204,2014,3,1,1,2,1,1
128581,0,0,0,1,57,19069,1848,9487,7409,2014,2,0,1,2,1,2
128645,0,0,0,1,45,24255,2553,11989,8976,2014,2,0,5,5,6,5
128858,0,0,1,0,51,999999,999999,999999,999999,2015,2,0,8,8,8,8
128936,0,0,1,0,58,22058,2370,11940,7190,2015,2,0,4,4,6,2
129053,1,1,0,1,45,23464,2541,10642,8497,2014,2,0,5,5,3,4
129059,0,0,0,0,34,19979,1091,9236,9212,2017,1,0,2,1,1,6
129142,0,0,1,1,46,17588,2097,9276,5396,2014,3,0,1,3,1,1
129168,0,0,1,1,31,19927,2294,10316,6839,2014,3,0,2,4,2,2
129259,0,0,0,0,49,20023,2337,10251,6802,2017,1,0,2,4,2,2
129276,0,0,0,0,33,27744,3441,13043,10663,2017,1,0,7,8,7,7
129444,0,0,0,0,42,21327,1576,11546,7769,2017,1,0,3,1,5,3
129699,0,0,0,0,41,999999,999999,999999,999999,2017,1,0,8,8,8,8
129822,0,0,0,0,50,28491,2632,14142,10823,2017,1,0,8,5,8,7
129912,0,1,1,1,47,29251,4327,12739,10547,2014,4,0,8,8,7,7
130244,0,0,0,1,61,29430,2619,13692,11421,2014,2,0,8,5,8,8
130435,0,1,1,0,46,22877,2403,12046,7581,2015,3,0,4,4,6,3
130513,0,0,1,1,56,22204,3200,10512,7662,2014,4,0,4,7,3,3
130617,1,1,1,1,41,20293,2351,10224,6781,2014,3,0,2,4,2,2
130634,0,1,0,0,38,26110,3142,12276,9854,2016,2,0,7,7,6,6
130779,1,1,1,0,67,26737,2894,13119,10070,2015,2,1,7,7,7,7
131117,1,0,0,1,35,17686,2575,8672,6124,2014,2,1,1,5,1,1
131129,0,0,0,0,45,24658,2389,12587,8805,2017,1,0,6,4,7,5
131319,0,0,0,1,72,999999,999999,999999,999999,2014,2,0,8,8,8,8
131341,1,0,1,1,48,21981,1847,11406,7640,2014,2,0,4,2,5,3
131550,0,2,2,2,46,16014,1898,8132,5585,2014,8,0,1,2,1,1
131797,0,0,0,1,43,23560,2534,10770,9110,2014,2,0,5,5,3,5
131956,0,1,1,1,51,20838,2535,10056,7788,2014,4,0,3,5,2,3
131963,0,1,0,1,59,26149,1735,12962,10098,2014,3,0,7,1,7,7
132151,0,0,2,1,41,22510,2428,9770,6855,2014,4,0,4,4,2,2
132208,0,0,1,1,51,21762,1484,10177,8947,2014,3,0,3,1,2,5
132327,0,0,2,0,40,24896,2169,12188,8314,2015,3,0,6,3,6,4
